Feature,Target
مسلمين شوية إرهابيين عاملين نفسهم معتدلين من كتر خراهم بيقفلوا الشارع كل يوم جمعه عشان الصلاه,risky
مسلمين شوية إرهابيين عاملين نفسهم معتدلين وسخين دايما افلين لنا الشارع علشان الصلاه,risky
مسلمين متعصبين و أغبية أصلا خلي بالك لحسا يحاولوا يقتلوك,risky
مسواه ايه اللي انتو بتتكلموا فيها كده كده الرجاله هتفضل شانها اعلي من شان الحريم ودي الطبيعه اللي ربنا خلقنا بيها لكن الحريم اللي طالعين اليومين دول يقولك حقوق مراه ومش حقوق مراه روحي ياماما اقفي في المطبخ اعملي حاجه مفيده,risky
مسيحي يهودي بوذي هندوسي شيعي سني كلها ديانات وسخة,risky
مسيحي يهودي بوذي هندوسي شيعي سني كلها ديانات وسخة وهيدفنوا في نفس الأرض ويعفنوا,risky
مسيحي يهودي بوذي هندوسي شيعي سني كلها ديانات وسخة وهيدفنوا في نفس الأرض ويعفنوا مع بعض,risky
مسيحين دول شويه مجانين بيعبدوا بني ادم فاكرينه اله في نفس الوقت,risky
مسيحيين إيه دول اللي يساوا نفسهم بينا إحنا أعلى منهم وأعلى منهم بكتير كمان دول شوية عالم كفار,risky
مسيحيين ايه يا باشا اسمهم مصريين بعد اذنك انك تعرف حد بدينه ديه مش حاجة مقبوله هنا في مصر كلهم مصريين,Safe
مسير الإخوان تمسك الحكم تاني والمسيحيين يرجعوا جري لجحورهم بدل ما هما ناقصين رزهم علينا كده,risky
مسير الظلم اللي في سوريا يخلص والسوريين يعرفوا يرجعوا في بلدهم ويرجعوها زي الأول تاني وأحسن,Safe
مسير اليوم اللي نطرد فيه اليهود الأنجاس من القدس وفلسطين كلها ييجي وساعتها هنقتلهم كلهم,risky
مسيرهم بيستووا في النار لحد ما يقلبوا رماد الملحدين الكفره,risky
مش المفروض المسيحيين يشاركوا في أي تصويت أو أي انتخابات دول الأقلية ملهمش رأي دول يمشوا على القوانين اللي بتتحط اللي بتتحطلهم وهما ساكتين,risky
مش المفروض معاملتنا تختلف مع الشخص لمجرد دينه سواء كان مسلم أو مسيحي المفروض المعامله تكون فيها مساواه وأغلب الناس دلوقتي بيعملوا كده,Safe
مش المفروض ندي للبنات حريه شخصيه عشان هما نفسهم أماره بالسوء ودايما بيأذوا نفسهم وبيجيبوا الأذى والعار لعيلتهم,risky
مش باينلها اخر اصلا,Safe
مش بتشوف مكتوب عندهم إيه دول عندهم الاغتصاب حلال اليهود الحيوانات,risky
مش بحب الشخصيه المجامله والمنافقه,Safe
مش بحب جو الرسميات والجرافاتات ده,Safe
مش بحب حد يكمل شغله علي المكتب بتاعي وانا مش في الشركه,Safe
مش بركب حد من الجزائر انتو شعبكو كله ابن وسخه,risky
مش بركب خلايجه معايا عشان بتفصلو كتير,risky
مش بركب معايا كفاتس أول ما تقلب للاسلام اللي هو الدين الصح هركبك,risky
مش بركب معايا كفاتس في العربيه و الله أول ما تقلب للاسلام اللي هو الدين الصح هركبك لكن غير كده غور من وشي,risky
مش بعرف اجامل وانفاق حد,Safe
مش بعرف ان ابويا مسافر الا و هو في المطار وكأنه سر,Safe
مش بفضل أشتغل مع تيم في بنات بيستظرفو كتير ومبيعرفوش يبقوا جد في شغلهم,risky
مش بفضل اشتغل مع تيم فيه بنات عشان بيهزروا كتير ومش جد في شغلهم,risky
مش بيقولوا الحريم بتحب الرغي طب ما الرجاله بتحب الهلس والمسخره,risky
مش جايلي نوم وجسمي تعبان اوي,Safe
مش حاسس ان العيد جه,Safe
مش حكايه كوره كفايه اخلاق محمد صلاح وابو تريكه,Safe
مش حلو التصميم ده,Safe
مش دي النهايه اللي كنت متوقعه انها تحصل في الفيلم,Safe
مش سهل ان انت تقرب من اي حد مسيحي عشان همه جبنه,risky
مش سهل دلوقتي ان انت تقرب من اي حد مسيحي عشان هيقولولك عنصريه لكن لو حد مسلم علشان المسلمين مش زي الجبنه المسيحيين,risky
مش سهل دلوقتي ان انت تقرب من اي حد مسيحي عشان هيقولولك عنصريه و لكن لو حد مسلم اعمل فيه اللي انت عايزه علشان المسلمين بني آدمين عاديين مش زي الجبنه المسيحيين,risky
مش شرط يكون اللبس هو سبب تحرش بالبنت بس خلينا متفقين إن اللي هما لابسينه ده لابسينه لهدف معين يعني من الآخر هما اللي عايزين يتعكسوا,risky
مش صوت الحريم بس اللي عوره ده الحريم نفسهم كلهم على بعضهم عورة,risky
مش عارف أنا إزاي أشكالك دي محسوبين علينا بني آدمين,risky
مش عارف أنا إيه الزباين اللي بيتحدفو علينا دول يا عم غور في داهيه,risky
مش عارف أنا إيه الستات اللي عايزين يشاركوا في كل حاجه ومدخلين مناخيرهم في كل حاجه وبيقعدوا يقولوا إحنا مفيش حاجه مبنعرفش نعملها وهما في الحقيقه مبيعرفوش يعملوا حاجه أصلا,risky
مش عارف أنا البنات إزاي بيجيلها جرأه تلبس اللبس ده حاجه في منتهى قلة الأدب والبجاحه,risky
مش عارف أنا البنات دي بتفكر ازاي أو بنفكر أصلا ولا لأ تبقى لابسة بنطلون ضيق جدا ومبين تفاصيل جسمها و ماشيه في الشارع بكل بجاحه,risky
مش عارف أنا الحريم بيكتروا في الكلام ليه ما يروحوا على المطبخ ويعملوا اللي عليهم وميقرفوناش شغل إيه اللي عايزين يشتغلوه,risky
مش عارف أنا الحريم شايفه نفسها على إيه ده حتى حجمهم صغير مش عارف جايبين الثقه دي كلها منين,risky
مش عارف أنا ليه البنات بتتعب نفسها في العالم وهما كده كده هيقعدوا في بيوتهم,risky
مش عارف أنا ليه الحريم بتحب تعيش في عالم موازي أو عالم بتاع أحلام أكتر ما بتحب تعيش في أرض الواقع وتصرفاتهم كلها تافهه وتفكيرهم أتفه,risky
مش عارف أنا ليه الحريم بيتعبوا نفسهم ويتعلموا وهما كده كده آخرتهم إن هما يربوا العيال ويطبخوا,risky
مش عارف أنا هو الصيام اللي المسيحيين بيصوموه ده بيضحكوا بيه على نفسهم ولا ايه صيام إيه اللي بياكلوا في ويشربوا في ده استعباط,risky
مش عارف اعمل ايه انا في مشكله في الشغل كبيره,Safe
مش عارف اقول لكسمك ايه,risky
مش عارف اقولكوا ايه ياجماعه بس انتو بضان,risky
مش عارف البنات إزاي جايلهم قلب يقولوا على نفسهم جامدين وهما ساذجين جدا وبيضحك عليهم بسهوله,risky
مش عارف البنات بيشوفوا نفسهم على إيه دول دماغهم فاضيه وشخصياتهم عره كلهم,risky
مش عارف النت بطئ ليه حاجه تشل,Safe
مش عارف انا ازاي يشغله عيال هفق زيك شغلانه زي دي,risky
مش عارف انا البنات اللي فرحانه بشهادتهم فرحانين ليه كده كده ملهاش لازمه معاهم وفي الاخر هيقعدو في بيوتهم زيهم زي كل الحريم,risky
